date,meantemp,humidity,wind_speed,mean_pressure
2014-8-10,30.7769230769231,13.6153846153846,1.30769230769231,648.492307692308
2014-8-11,30.5846153846154,16.6153846153846,1,649.261538461538
2014-8-12,31.5307692307692,15.2307692307692,1,647.930769230769
2014-8-13,31.7083333333333,15.0833333333333,0.666666666666667,649.125
2014-8-14,32.5846153846154,15.0769230769231,0.846153846153846,651.138461538461
2014-8-15,32.9307692307692,15,1.07692307692308,649.792307692308
2014-8-16,32.8846153846154,12.8461538461539,0.846153846153846,647.576923076923
2014-8-17,33.0461538461538,13.3846153846154,1.07692307692308,647.584615384615
2014-8-18,31.8538461538462,13.3076923076923,1.53846153846154,649.907692307692
2014-8-19,32.5461538461538,13.4615384615385,1.76923076923077,650.538461538462
2014-8-2,32.8384615384615,11.3846153846154,0.769230769230769,647.223076923077
2014-8-20,28.725,22.25,1.3125,652.525
2014-8-21,27.98125,14.6875,1.0625,651.7625
2014-8-22,28.38125,13.6875,1.0625,650.4125
2014-8-23,30.125,17.625,0.9375,649.7375
2014-8-24,30.2875,18.6875,0.75,650.15625
2014-8-25,30.1125,13.75,1.0625,651.81875
2014-8-26,28.8875,13.6875,0.6875,652.0875
2014-8-27,29.48125,15.125,0.875,651.0375
2014-8-28,32.0615384615385,10.7692307692308,1,649.746153846154
2014-8-29,30.3769230769231,10.3846153846154,1.53846153846154,649.576923076923
2014-8-3,32.5153846153846,11.9230769230769,1.30769230769231,645.692307692308
2014-8-30,30.9538461538462,14.3846153846154,0.923076923076923,649.784615384615
2014-8-31,30.3076923076923,15.8461538461539,0.923076923076923,649.576923076923
2014-8-4,30.7,15.5384615384615,1.76923076923077,644.553846153846
2014-8-5,23.3076923076923,44.6923076923077,1.69230769230769,645.261538461538
2014-8-6,25.7846153846154,36.8461538461538,1.30769230769231,646.515384615385
2014-8-7,28.2916666666667,25.5833333333333,0.75,648.108333333333
2014-8-8,30.1846153846154,15.6153846153846,1.15384615384615,648.138461538461
2014-8-9,31.1384615384615,12.4615384615385,1,647.053846153846
2014-9-1,30.1230769230769,11.7692307692308,1.07692307692308,648.830769230769
2014-9-10,24.84375,22.875,1.1875,650.4875
2014-9-11,24.35625,23.0625,1.0625,651.5
2014-9-12,24.6875,21.1875,0.8125,651.1875
2014-9-13,25.21875,23.5,0.875,650.59375
2014-9-14,24.73125,21,1.1875,649.3375
2014-9-15,24.475,21.5,1.1875,649.4625
2014-9-16,20.79375,33.8125,0.875,648.96875
2014-9-17,21.31875,34.8125,1,649.56875
2014-9-18,20.4,36.125,0.9375,651.55
2014-9-19,21.8375,31.125,1.375,652.575
2014-9-2,30.6923076923077,9.76923076923077,0.846153846153846,649.046153846154
2014-9-20,21.55,31.75,1,650.30625
2014-9-21,21.10625,30.625,1.0625,648.81875
2014-9-22,19.95,29,1.1875,649.74375
2014-9-23,20.43125,31.125,1.125,650.9625
2014-9-24,19.75,40.9375,1.4375,650.44375
2014-9-25,18.2625,22.3125,1.3125,649.8375
2014-9-26,17.68125,18.125,0.9375,650.4
2014-9-27,18.98,23,1.4,651.24
2014-9-28,13.0875,83.9375,1.25,651.21875
2014-9-29,13.91875,67.0625,0.9375,652.7625
2014-9-3,27.6666666666667,16.4,1.46666666666667,650.2
2014-9-30,15.3625,55.5,0.6875,653.25625
2014-9-4,27.15625,15.8125,1.0625,649.18125
2014-9-5,27.65,15.125,0.875,647.71875
2014-9-6,27.25625,20.875,1.25,648
2014-9-7,25.6625,20.75,1.1875,649.81875
2014-9-8,24.85625,24.25,1.125,650.73125
2014-9-9,25.03125,24.125,1.0625,650.15625
2015-1-1,4.2,70,0.5,654.35
2015-1-10,-12.15625,69.8125,0.875,651.58125
2015-1-11,-11.19375,73.5625,0.625,655.3625
2015-1-12,-10.36875,73.8125,0.375,659.25625
2015-1-13,-9.64375,86.25,0.75,660.2625
2015-1-14,-8.66875,87.6875,0.6875,659.625
2015-1-15,-9.2625,88.375,0.875,654.90625
2015-1-16,-6.2,86.4375,0.3125,653.375
2015-1-17,-4.45,84.625,0.4375,656.20625
2015-1-18,-6.2375,84.8125,0.875,658.075
2015-1-19,-7.7875,83.5625,0.9375,658.09375
2015-1-2,2.45,88.5,0,653
2015-1-20,-9,83.6875,0.875,657.575
2015-1-21,-9.31875,86.125,0.9375,658.55625
2015-1-22,-9.93125,87.5,0.9375,657.18125
2015-1-23,-10.03125,87.8125,0.875,658.85625
2015-1-24,-10.125,87.75,0.9375,658.65625
2015-1-25,-9.81875,87.6875,0.9375,659.38125
2015-1-26,-9.575,87.5,0.75,656.46875
2015-1-27,-5.175,77.375,0.4375,655.1
2015-1-28,-2.81875,88.5,0.4375,650.71875
2015-1-29,-0.946666666666667,84.9333333333333,0.333333333333333,650.32
2015-1-3,0.7,93.5,0.5,650.6
2015-1-30,-1.44666666666667,83.2,0.6,651.733333333333
2015-1-31,-1.8375,81.75,0.5625,654.95
2015-1-4,-2.1,91.5,1,649.45
2015-1-5,0.85,89.75,0.75,647.775
2015-1-6,4.23636363636364,64.7272727272727,1.90909090909091,647.445454545454
2015-1-7,0.946153846153846,71.9230769230769,1.23076923076923,643.907692307692
2015-1-8,-3.9,80.3125,0.8125,647.40625
2015-1-9,-6.88125,68.6875,0.9375,652.825
2015-10-1,20.8375,41.3125,0.9375,654.80625
2015-10-10,15.9,49.6153846153846,0.769230769230769,653.284615384615
2015-10-11,16.5923076923077,47.2307692307692,0.615384615384615,655.115384615385
2015-10-12,18.4,43.2307692307692,0.307692307692308,654
2015-10-13,20.2153846153846,39,1,652.784615384615
2015-10-14,19.6181818181818,41,1.18181818181818,652.827272727273
2015-10-15,17.1076923076923,55,0.846153846153846,654.823076923077
2015-10-16,17.4538461538462,45.6153846153846,0.538461538461538,654.069230769231
2015-10-17,16.0538461538461,26.9230769230769,0.846153846153846,656.146153846154
2015-10-18,15.3461538461539,40.6153846153846,0.384615384615385,656.069230769231
2015-10-19,16.4923076923077,41.2307692307692,0.384615384615385,655.184615384615
2015-10-2,16.93125,64.625,0.5625,659.1875
